DISTRICT,PGM_OF_STUDY CODE,PGM_OF_STUDY EXPLANATION,concentrator_only,completer_only,,
101821,032,HEALTHCARE DIAGNOSTICS,.,       0,,
101821,033,HEALTHCARE THERAPEUTIC,.,       0,,
101821,035,INFORMATION TECHNOLOGY SUPPORT AND SERVICES,.,       0,,
101821,039,MANUFACTURING TECHNOLOGY,.,       0,,
101821,042,NETWORKING SYSTEMS,.,       0,,
101821,043,NURSING SCIENCE,.,       0,,
101821,046,PLUMBING AND PIPEFITTING,.,       0,,
101821,050,TEACHING AND TRAINING,.,       0,,
101821,052,WEB DEVELOPMENT,.,       0,,
101821,059,MEDICAL THERAPY,.,       0,,
101828,001,ACCOUNTING AND FINANCIAL SERVICES,      10,       0,,
101828,011,BUSINESS MANAGEMENT,.,       0,,
101828,023,ENTREPRENEURSHIP,.,       0,,
101837,001,ACCOUNTING AND FINANCIAL SERVICES,      23,.,,
101837,002,ADVANCED MANUFACTURING AND MACHINERY MECHANICS,      33,.,,
101837,003,AGRIBUSINESS,.,       0,,
101837,006,ARCHITECTURAL DESIGN,.,       0,,
101837,007,AUTOMOTIVE,.,       0,,
101837,017,DIGITAL COMMUNICATIONS,.,.,,
101837,019,EARLY LEARNING,.,.,,
101837,025,EXERCISE SCIENCE AND WELLNESS,.,       0,,
101837,026,FAMILY AND COMMUNITY SERVICES,.,.,,
101837,029,GRAPHIC DESIGN AND MULTIMEDIA ARTS,.,.,,
101837,030,HEALTH AND WELLNESS,.,.,,
101837,031,HEALTH INFORMATICS,       6,       0,,
101837,032,HEALTHCARE DIAGNOSTICS,      24,       8,,
101837,033,HEALTHCARE THERAPEUTIC,      24,       8,,
101837,039,MANUFACTURING TECHNOLOGY,.,       0,,
101837,040,MARKETING AND SALES,      24,       0,,
101837,043,NURSING SCIENCE,      19,       5,,
101837,049,RENEWABLE ENERGY,.,       0,,
101837,050,TEACHING AND TRAINING,.,.,,
101837,059,MEDICAL THERAPY,      29,       0,,
101837,061,DRONE (UNMANNED FLIGHT),      17,       0,,
101837,062,GEOSPATIAL ENGINEERING AND LAND SURVEYING,.,       0,,
101838,001,ACCOUNTING AND FINANCIAL SERVICES,       5,       0,,
101838,002,ADVANCED MANUFACTURING AND MACHINERY MECHANICS,.,       0,,
101838,005,APPLIED AGRICULTURAL ENGINEERING,.,       0,,
101838,011,BUSINESS MANAGEMENT,       7,       0,,
101838,014,CULINARY ARTS,.,       0,,
101838,019,EARLY LEARNING,.,       0,,
101838,022,ENGINEERING,.,       0,,
101838,023,ENTREPRENEURSHIP,.,       0,,
101838,026,FAMILY AND COMMUNITY SERVICES,.,       0,,
101838,029,GRAPHIC DESIGN AND MULTIMEDIA ARTS,      30,       0,,
101838,030,HEALTH AND WELLNESS,.,       0,,
101838,031,HEALTH INFORMATICS,      25,.,,
101838,032,HEALTHCARE DIAGNOSTICS,       8,       0,,
101838,033,HEALTHCARE THERAPEUTIC,       8,       0,,
101838,036,LAW ENFORCEMENT,.,       0,,
101838,037,LEGAL STUDIES,.,       0,,
101838,039,MANUFACTURING TECHNOLOGY,.,       0,,
101838,043,NURSING SCIENCE,.,       0,,
101838,049,RENEWABLE ENERGY,.,       0,,
101838,050,TEACHING AND TRAINING,.,       0,,
101838,059,MEDICAL THERAPY,       7,       0,,
101842,001,ACCOUNTING AND FINANCIAL SERVICES,      10,       0,,
101842,011,BUSINESS MANAGEMENT,.,       0,,
101842,023,ENTREPRENEURSHIP,.,       0,,
101845,003,AGRIBUSINESS,.,       0,,
101845,015,CYBERSECURITY,     115,       0,,
101845,017,DIGITAL COMMUNICATIONS,.,       0,,
101845,019,EARLY LEARNING,.,       0,,
101845,023,ENTREPRENEURSHIP,       5,       0,,
101845,025,EXERCISE SCIENCE AND WELLNESS,.,       0,,
101845,026,FAMILY AND COMMUNITY SERVICES,     296,       0,,
101845,029,GRAPHIC DESIGN AND MULTIMEDIA ARTS,      24,.,,
101845,032,HEALTHCARE DIAGNOSTICS,.,       0,,
101845,033,HEALTHCARE THERAPEUTIC,.,       0,,
101845,035,INFORMATION TECHNOLOGY SUPPORT AND SERVICES,      51,       0,,
101845,036,LAW ENFORCEMENT,.,       0,,
101845,037,LEGAL STUDIES,.,       0,,
101845,042,NETWORKING SYSTEMS,      99,       0,,
101845,044,OIL AND GAS EXPLORATION AND PRODUCTION,.,       0,,
101845,047,PROGRAMMING AND SOFTWARE DEVELOPMENT,      39,       0,,
101845,049,RENEWABLE ENERGY,.,       0,,
101845,050,TEACHING AND TRAINING,.,       0,,
101845,052,WEB DEVELOPMENT,     191,       0,,
101845,059,MEDICAL THERAPY,.,       0,,
101846,001,ACCOUNTING AND FINANCIAL SERVICES,.,       0,,
101846,002,ADVANCED MANUFACTURING AND MACHINERY MECHANICS,       9,       0,,
101846,009,BIO-MEDICAL SCIENCE,     178,      43,,
101846,015,CYBERSECURITY,      72,       6,,
101846,022,ENGINEERING,     149,      42,,
101846,029,GRAPHIC DESIGN AND MULTIMEDIA ARTS,      85,       0,,
101846,032,HEALTHCARE DIAGNOSTICS,.,       0,,
101846,033,HEALTHCARE THERAPEUTIC,.,       0,,
101846,035,INFORMATION TECHNOLOGY SUPPORT AND SERVICES,      19,       0,,
101846,036,LAW ENFORCEMENT,.,       0,,
101846,042,NETWORKING SYSTEMS,      54,.,,
101846,047,PROGRAMMING AND SOFTWARE DEVELOPMENT,      35,.,,
101846,049,RENEWABLE ENERGY,      38,       0,,
101846,052,WEB DEVELOPMENT,      60,       8,,
101846,059,MEDICAL THERAPY,.,       0,,
101846,061,DRONE (UNMANNED FLIGHT),      72,       0,,
101846,062,GEOSPATIAL ENGINEERING AND LAND SURVEYING,.,       0,,
101858,002,ADVANCED MANUFACTURING AND MACHINERY MECHANICS,.,       0,,
101858,004,ANIMAL SCIENCE,.,       0,,
101858,005,APPLIED AGRICULTURAL ENGINEERING,.,       0,,
101858,009,BIO-MEDICAL SCIENCE,     106,      30,,
101858,015,CYBERSECURITY,      70,      26,,
101858,017,DIGITAL COMMUNICATIONS,.,       0,,
101858,022,ENGINEERING,      93,      16,,
101858,024,ENVIRONMENTAL AND NATURAL RESOURCES,.,       0,,
101858,027,FOOD AND SCIENCE TECHNOLOGY,.,       0,,
101858,029,GRAPHIC DESIGN AND MULTIMEDIA ARTS,     105,       0,,
101858,031,HEALTH INFORMATICS,.,       0,,
101858,032,HEALTHCARE DIAGNOSTICS,.,       0,,
101858,033,HEALTHCARE THERAPEUTIC,.,       0,,
101858,039,MANUFACTURING TECHNOLOGY,.,       0,,
101858,042,NETWORKING SYSTEMS,      11,       0,,
101858,043,NURSING SCIENCE,.,       0,,
101858,045,PLANT SCIENCE,.,       0,,
101858,047,PROGRAMMING AND SOFTWARE DEVELOPMENT,      58,      24,,
101858,049,RENEWABLE ENERGY,      12,       0,,
101858,052,WEB DEVELOPMENT,.,       0,,
101858,059,MEDICAL THERAPY,.,       0,,
101858,061,DRONE (UNMANNED FLIGHT),      25,       0,,
101858,062,GEOSPATIAL ENGINEERING AND LAND SURVEYING,.,       0,,
101862,001,ACCOUNTING AND FINANCIAL SERVICES,      74,.,,
101862,002,ADVANCED MANUFACTURING AND MACHINERY MECHANICS,      12,       0,,
101862,009,BIO-MEDICAL SCIENCE,     217,      62,,
101862,011,BUSINESS MANAGEMENT,.,       0,,
101862,015,CYBERSECURITY,     130,      38,,
101862,022,ENGINEERING,     137,      31,,
101862,023,ENTREPRENEURSHIP,       6,       0,,
101862,026,FAMILY AND COMMUNITY SERVICES,.,       0,,
101862,028,GOVERNMENT AND PUBLIC ADMINISTRATION,.,       0,,
101862,029,GRAPHIC DESIGN AND MULTIMEDIA ARTS,      23,       0,,
101862,030,HEALTH AND WELLNESS,.,       0,,
101862,031,HEALTH INFORMATICS,      30,       0,,
101862,032,HEALTHCARE DIAGNOSTICS,      61,       5,,
101862,033,HEALTHCARE THERAPEUTIC,      61,       5,,
101862,036,LAW ENFORCEMENT,.,       0,,
101862,042,NETWORKING SYSTEMS,      28,       0,,
101862,043,NURSING SCIENCE,      61,       5,,
101862,047,PROGRAMMING AND SOFTWARE DEVELOPMENT,      98,      25,,
101862,049,RENEWABLE ENERGY,      20,       0,,
101862,050,TEACHING AND TRAINING,.,       0,,
101862,051,"TRAVEL, TOURISM, AND ATTRACTIONS",.,       0,,
101862,052,WEB DEVELOPMENT,      45,.,,
101862,056,FLIGHT,.,       0,,
101862,059,MEDICAL THERAPY,      29,       0,,
101862,061,DRONE (UNMANNED FLIGHT),      71,.,,
101862,062,GEOSPATIAL ENGINEERING AND LAND SURVEYING,.,       0,,
101868,001,ACCOUNTING AND FINANCIAL SERVICES,      45,.,,
101868,003,AGRIBUSINESS,       8,       0,,
101868,004,ANIMAL SCIENCE,.,       0,,
101868,011,BUSINESS MANAGEMENT,      47,.,,
101868,017,DIGITAL COMMUNICATIONS,       9,       0,,
101868,021,EMERGENCY SERVICES,.,       0,,
101868,023,ENTREPRENEURSHIP,      39,.,,
101868,025,EXERCISE SCIENCE AND WELLNESS,.,       0,,
101868,026,FAMILY AND COMMUNITY SERVICES,       8,       0,,
101868,035,INFORMATION TECHNOLOGY SUPPORT AND SERVICES,.,       0,,
101868,040,MARKETING AND SALES,      14,       0,,
101868,042,NETWORKING SYSTEMS,.,       0,,
101868,051,"TRAVEL, TOURISM, AND ATTRACTIONS",.,       0,,
101868,052,WEB DEVELOPMENT,.,       0,,
101868,065,RETAIL MANAGEMENT,       7,       0,,
101870,001,ACCOUNTING AND FINANCIAL SERVICES,      15,       0,,
101870,003,AGRIBUSINESS,.,       0,,
101870,009,BIO-MEDICAL SCIENCE,.,       0,,
101870,011,BUSINESS MANAGEMENT,      12,.,,
101870,015,CYBERSECURITY,.,       0,,
101870,017,DIGITAL COMMUNICATIONS,.,       0,,
101870,022,ENGINEERING,.,       0,,
101870,023,ENTREPRENEURSHIP,      14,       0,,
101870,026,FAMILY AND COMMUNITY SERVICES,.,       0,,
101870,031,HEALTH INFORMATICS,.,       0,,
101870,047,PROGRAMMING AND SOFTWARE DEVELOPMENT,.,       0,,
101870,049,RENEWABLE ENERGY,.,       0,,
101870,062,GEOSPATIAL ENGINEERING AND LAND SURVEYING,.,       0,,
101874,001,ACCOUNTING AND FINANCIAL SERVICES,       5,       0,,
101874,002,ADVANCED MANUFACTURING AND MACHINERY MECHANICS,.,       0,,
101874,011,BUSINESS MANAGEMENT,       7,       0,,
101874,014,CULINARY ARTS,.,       0,,
101874,019,EARLY LEARNING,.,       0,,
101874,022,ENGINEERING,       5,       0,,
101874,023,ENTREPRENEURSHIP,      25,       0,,
101874,031,HEALTH INFORMATICS,      28,       0,,
101874,032,HEALTHCARE DIAGNOSTICS,      28,.,,
101874,033,HEALTHCARE THERAPEUTIC,      28,.,,
101874,036,LAW ENFORCEMENT,.,.,,
101874,040,MARKETING AND SALES,      14,       0,,
101874,043,NURSING SCIENCE,      26,       0,,
101874,049,RENEWABLE ENERGY,.,       0,,
101874,050,TEACHING AND TRAINING,      39,.,,
101874,051,"TRAVEL, TOURISM, AND ATTRACTIONS",.,       0,,
101874,059,MEDICAL THERAPY,      27,.,,
101874,061,DRONE (UNMANNED FLIGHT),.,       0,,
101902,001,ACCOUNTING AND FINANCIAL SERVICES,    1093,      27,,
101902,002,ADVANCED MANUFACTURING AND MACHINERY MECHANICS,     764,      87,,
101902,003,AGRIBUSINESS,      33,       0,,
101902,004,ANIMAL SCIENCE,     277,     100,,
101902,005,APPLIED AGRICULTURAL ENGINEERING,      93,.,,
101902,006,ARCHITECTURAL DESIGN,     196,      88,,
101902,007,AUTOMOTIVE,     204,      93,,
101902,008,AVIATION MAINTENANCE,.,       0,,
101902,009,BIO-MEDICAL SCIENCE,      96,       0,,
101902,011,BUSINESS MANAGEMENT,    2527,     212,,
101902,012,CARPENTRY,      34,      35,,
101902,013,COSMETOLOGY AND PERSONAL CARE SERVICES,      41,.,,
101902,014,CULINARY ARTS,     142,      57,,
101902,015,CYBERSECURITY,     262,      61,,
101902,016,DIESEL AND HEAVY EQUIPMENT,      26,      16,,
101902,017,DIGITAL COMMUNICATIONS,      61,      45,,
101902,018,DISTRIBUTION AND LOGISTICS,      46,      17,,
101902,019,EARLY LEARNING,     195,      31,,
101902,020,ELECTRICAL,      47,       0,,
101902,021,EMERGENCY SERVICES,      52,       0,,
101902,022,ENGINEERING,     352,     116,,
101902,023,ENTREPRENEURSHIP,    1187,       7,,
101902,024,ENVIRONMENTAL AND NATURAL RESOURCES,      10,       0,,
101902,025,EXERCISE SCIENCE AND WELLNESS,.,       0,,
101902,026,FAMILY AND COMMUNITY SERVICES,     228,       0,,
101902,027,FOOD AND SCIENCE TECHNOLOGY,       8,       0,,
101902,029,GRAPHIC DESIGN AND MULTIMEDIA ARTS,     360,     147,,
101902,030,HEALTH AND WELLNESS,      55,       0,,
101902,031,HEALTH INFORMATICS,    1638,       0,,
101902,032,HEALTHCARE DIAGNOSTICS,     907,     495,,
101902,033,HEALTHCARE THERAPEUTIC,     892,     518,,
101902,034,HVAC AND SHEET METAL,      39,       9,,
101902,035,INFORMATION TECHNOLOGY SUPPORT AND SERVICES,     177,      10,,
101902,036,LAW ENFORCEMENT,     425,.,,
101902,037,LEGAL STUDIES,     120,      25,,
101902,038,LODGING AND RESORT MANAGEMENT,      22,      47,,
101902,039,MANUFACTURING TECHNOLOGY,      83,      39,,
101902,040,MARKETING AND SALES,      12,       0,,
101902,041,MASONRY,      19,       0,,
101902,042,NETWORKING SYSTEMS,     210,      30,,
101902,043,NURSING SCIENCE,    1030,     251,,
101902,044,OIL AND GAS EXPLORATION AND PRODUCTION,      29,       0,,
101902,045,PLANT SCIENCE,      16,       0,,
101902,046,PLUMBING AND PIPEFITTING,      33,       0,,
101902,047,PROGRAMMING AND SOFTWARE DEVELOPMENT,      99,      28,,
101902,048,REFINING AND CHEMICAL PROCESSES,      25,       0,,
101902,049,RENEWABLE ENERGY,     170,.,,
101902,050,TEACHING AND TRAINING,     342,      94,,
101902,051,"TRAVEL, TOURISM, AND ATTRACTIONS",      87,      26,,
101902,052,WEB DEVELOPMENT,      18,      32,,
101902,056,FLIGHT,      25,.,,
101902,059,MEDICAL THERAPY,     932,     310,,
101902,060,WELDING,      95,      41,,
101902,061,DRONE (UNMANNED FLIGHT),     330,      49,,
101902,062,GEOSPATIAL ENGINEERING AND LAND SURVEYING,     378,.,,
101902,065,RETAIL MANAGEMENT,       7,       0,,
101903,001,ACCOUNTING AND FINANCIAL SERVICES,     377,      34,,
101903,002,ADVANCED MANUFACTURING AND MACHINERY MECHANICS,     321,      10,,
101903,003,AGRIBUSINESS,      47,       0,,
101903,004,ANIMAL SCIENCE,     163,     100,,
101903,005,APPLIED AGRICULTURAL ENGINEERING,      54,.,,
101903,006,ARCHITECTURAL DESIGN,     112,      72,,
101903,007,AUTOMOTIVE,     113,      57,,
101903,008,AVIATION MAINTENANCE,.,       0,,
101903,009,BIO-MEDICAL SCIENCE,       6,       0,,
101903,011,BUSINESS MANAGEMENT,     334,      83,,
101903,012,CARPENTRY,      79,      38,,
101903,013,COSMETOLOGY AND PERSONAL CARE SERVICES,.,       0,,
101903,014,CULINARY ARTS,      65,      49,,
101903,015,CYBERSECURITY,     211,      48,,
101903,017,DIGITAL COMMUNICATIONS,     158,      78,,
101903,019,EARLY LEARNING,     211,      64,,
101903,020,ELECTRICAL,      18,.,,
101903,021,EMERGENCY SERVICES,       6,       0,,
101903,022,ENGINEERING,     270,     163,,
101903,023,ENTREPRENEURSHIP,     377,      17,,
101903,024,ENVIRONMENTAL AND NATURAL RESOURCES,      79,.,,
101903,025,EXERCISE SCIENCE AND WELLNESS,       7,       0,,
101903,026,FAMILY AND COMMUNITY SERVICES,     150,       8,,
101903,027,FOOD AND SCIENCE TECHNOLOGY,      53,.,,
101903,028,GOVERNMENT AND PUBLIC ADMINISTRATION,       8,       0,,
101903,029,GRAPHIC DESIGN AND MULTIMEDIA ARTS,     326,     128,,
101903,030,HEALTH AND WELLNESS,      23,       0,,
101903,031,HEALTH INFORMATICS,    1101,.,,
101903,032,HEALTHCARE DIAGNOSTICS,     734,     404,,
101903,033,HEALTHCARE THERAPEUTIC,     669,     471,,
101903,035,INFORMATION TECHNOLOGY SUPPORT AND SERVICES,     120,      18,,
101903,036,LAW ENFORCEMENT,       5,       0,,
101903,037,LEGAL STUDIES,.,       0,,
101903,038,LODGING AND RESORT MANAGEMENT,      52,       7,,
101903,039,MANUFACTURING TECHNOLOGY,      11,.,,
101903,040,MARKETING AND SALES,      57,       5,,
101903,042,NETWORKING SYSTEMS,     128,      46,,
101903,043,NURSING SCIENCE,    1005,      57,,
101903,045,PLANT SCIENCE,      75,       8,,
101903,046,PLUMBING AND PIPEFITTING,.,       0,,
101903,047,PROGRAMMING AND SOFTWARE DEVELOPMENT,     144,      16,,
101903,049,RENEWABLE ENERGY,      73,       0,,
101903,050,TEACHING AND TRAINING,     238,      83,,
101903,051,"TRAVEL, TOURISM, AND ATTRACTIONS",      31,.,,
101903,052,WEB DEVELOPMENT,      80,.,,
101903,054,CONSTRUCTION MANAGEMENT AND INSPECTION,       7,       0,,
101903,056,FLIGHT,.,       0,,
101903,059,MEDICAL THERAPY,     847,     250,,
101903,060,WELDING,      36,.,,
101903,061,DRONE (UNMANNED FLIGHT),      11,.,,
101903,062,GEOSPATIAL ENGINEERING AND LAND SURVEYING,      44,       0,,
101903,065,RETAIL MANAGEMENT,      29,.,,
101905,001,ACCOUNTING AND FINANCIAL SERVICES,     273,      13,,
101905,002,ADVANCED MANUFACTURING AND MACHINERY MECHANICS,      85,.,,
101905,004,ANIMAL SCIENCE,      47,      20,,
101905,005,APPLIED AGRICULTURAL ENGINEERING,      87,      12,,
101905,006,ARCHITECTURAL DESIGN,.,       0,,
101905,007,AUTOMOTIVE,      47,      33,,
101905,011,BUSINESS MANAGEMENT,     199,      33,,
101905,012,CARPENTRY,      79,      50,,
101905,013,COSMETOLOGY AND PERSONAL CARE SERVICES,.,       0,,
101905,014,CULINARY ARTS,      32,       0,,
101905,015,CYBERSECURITY,     101,       0,,
101905,017,DIGITAL COMMUNICATIONS,      83,       7,,
101905,019,EARLY LEARNING,      10,       0,,
101905,020,ELECTRICAL,.,.,,
101905,021,EMERGENCY SERVICES,      17,.,,
101905,022,ENGINEERING,     163,      13,,
101905,023,ENTREPRENEURSHIP,     251,.,,
101905,024,ENVIRONMENTAL AND NATURAL RESOURCES,      45,       0,,
101905,025,EXERCISE SCIENCE AND WELLNESS,      13,       0,,
101905,026,FAMILY AND COMMUNITY SERVICES,     134,.,,
101905,027,FOOD AND SCIENCE TECHNOLOGY,      11,       0,,
101905,029,GRAPHIC DESIGN AND MULTIMEDIA ARTS,       6,       0,,
101905,030,HEALTH AND WELLNESS,      98,.,,
101905,031,HEALTH INFORMATICS,     425,      22,,
101905,032,HEALTHCARE DIAGNOSTICS,     262,     173,,
101905,033,HEALTHCARE THERAPEUTIC,     262,     173,,
101905,035,INFORMATION TECHNOLOGY SUPPORT AND SERVICES,.,       0,,
101905,036,LAW ENFORCEMENT,      60,      27,,
101905,037,LEGAL STUDIES,       6,       0,,
101905,039,MANUFACTURING TECHNOLOGY,.,       0,,
101905,040,MARKETING AND SALES,      60,.,,
101905,042,NETWORKING SYSTEMS,     100,.,,
101905,043,NURSING SCIENCE,     429,.,,
101905,045,PLANT SCIENCE,      29,       0,,
101905,046,PLUMBING AND PIPEFITTING,       8,       0,,
101905,047,PROGRAMMING AND SOFTWARE DEVELOPMENT,      32,       0,,
101905,049,RENEWABLE ENERGY,.,       0,,
101905,050,TEACHING AND TRAINING,     137,.,,
101905,051,"TRAVEL, TOURISM, AND ATTRACTIONS",       5,       0,,
101905,052,WEB DEVELOPMENT,      92,.,,
101905,059,MEDICAL THERAPY,     357,      59,,
101905,060,WELDING,      20,       0,,
101905,061,DRONE (UNMANNED FLIGHT),      64,       8,,
101905,062,GEOSPATIAL ENGINEERING AND LAND SURVEYING,.,       0,,
101905,065,RETAIL MANAGEMENT,.,       0,,
101906,001,ACCOUNTING AND FINANCIAL SERVICES,     104,      14,,
101906,002,ADVANCED MANUFACTURING AND MACHINERY MECHANICS,      57,       0,,
101906,003,AGRIBUSINESS,      25,.,,
101906,004,ANIMAL SCIENCE,      73,      30,,
101906,005,APPLIED AGRICULTURAL ENGINEERING,     128,      37,,
101906,006,ARCHITECTURAL DESIGN,       0,.,,
101906,007,AUTOMOTIVE,.,.,,
101906,009,BIO-MEDICAL SCIENCE,.,       0,,
101906,011,BUSINESS MANAGEMENT,      49,.,,
101906,012,CARPENTRY,.,       0,,
101906,013,COSMETOLOGY AND PERSONAL CARE SERVICES,       0,      19,,
101906,014,CULINARY ARTS,      43,      13,,
101906,015,CYBERSECURITY,       5,       0,,
101906,016,DIESEL AND HEAVY EQUIPMENT,.,       0,,
101906,017,DIGITAL COMMUNICATIONS,      59,      18,,
101906,018,DISTRIBUTION AND LOGISTICS,.,       0,,
101906,019,EARLY LEARNING,       7,       0,,
101906,020,ELECTRICAL,       0,       5,,
101906,021,EMERGENCY SERVICES,.,       0,,
101906,022,ENGINEERING,      23,       0,,
101906,023,ENTREPRENEURSHIP,      75,       9,,
101906,024,ENVIRONMENTAL AND NATURAL RESOURCES,      30,.,,
101906,026,FAMILY AND COMMUNITY SERVICES,      17,       0,,
101906,027,FOOD AND SCIENCE TECHNOLOGY,      24,.,,
101906,029,GRAPHIC DESIGN AND MULTIMEDIA ARTS,      79,.,,
101906,030,HEALTH AND WELLNESS,       5,       0,,
101906,031,HEALTH INFORMATICS,     165,       0,,
101906,032,HEALTHCARE DIAGNOSTICS,     134,      45,,
101906,033,HEALTHCARE THERAPEUTIC,     135,      45,,
101906,034,HVAC AND SHEET METAL,.,       0,,
101906,035,INFORMATION TECHNOLOGY SUPPORT AND SERVICES,.,       0,,
101906,036,LAW ENFORCEMENT,       6,       0,,
101906,037,LEGAL STUDIES,.,.,,
101906,038,LODGING AND RESORT MANAGEMENT,.,       0,,
101906,039,MANUFACTURING TECHNOLOGY,      28,       0,,
101906,040,MARKETING AND SALES,.,       0,,
101906,041,MASONRY,.,       0,,
101906,042,NETWORKING SYSTEMS,.,       0,,
101906,043,NURSING SCIENCE,     165,.,,
101906,045,PLANT SCIENCE,      68,      13,,
101906,046,PLUMBING AND PIPEFITTING,.,       0,,
101906,047,PROGRAMMING AND SOFTWARE DEVELOPMENT,.,       0,,
101906,048,REFINING AND CHEMICAL PROCESSES,      14,       0,,
101906,049,RENEWABLE ENERGY,.,       0,,
101906,050,TEACHING AND TRAINING,      27,      17,,
101906,051,"TRAVEL, TOURISM, AND ATTRACTIONS",.,       0,,
101906,052,WEB DEVELOPMENT,       6,       0,,
101906,054,CONSTRUCTION MANAGEMENT AND INSPECTION,.,       0,,
